Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,MSFT,GOOG,TSLA,AMZN,GC=F,AAPL,MSFT,GOOG,TSLA,AMZN,GC=F,AAPL,MSFT,GOOG,TSLA,AMZN,GC=F,AAPL,MSFT,GOOG,TSLA,AMZN,GC=F,AAPL,MSFT,GOOG,TSLA,AMZN,GC=F
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,78.16999816894531,162.1300048828125,71.54399871826172,35.861331939697266,93.47200012207031,1542.4000244140625,79.39250183105469,163.60000610351562,72.08999633789062,36.49399948120117,94.35549926757812,1546.699951171875,78.0425033569336,161.72000122070312,71.41850280761719,34.99333190917969,92.92749786376953,1534.9000244140625,79.17500305175781,163.38999938964844,71.95050048828125,36.284000396728516,94.29399871826172,1546.699951171875,161954400,23477400,31178000,434943000,68818000,32
2020-01-15,77.83499908447266,163.17999267578125,71.95999908447266,34.56666564941406,93.10099792480469,1552.0999755859375,78.875,163.94000244140625,72.06974792480469,35.85599899291992,93.94300079345703,1553.9000244140625,77.38749694824219,162.57000732421875,71.510498046875,34.452667236328125,92.75450134277344,1545.5999755859375,77.9625015258789,162.6199951171875,71.510498046875,35.31733322143555,93.61250305175781,1548.0,121923600,21417900,25654000,260532000,57932000,11
2020-01-16,78.80999755859375,166.1699981689453,72.58499908447266,34.232666015625,93.89700317382812,1549.0,78.92500305175781,166.24000549316406,72.59950256347656,34.297332763671875,94.27950286865234,1556.0999755859375,78.02249908447266,164.02999877929688,72.0459976196289,32.81133270263672,93.3010025024414,1548.5,78.39749908447266,164.35000610351562,72.37200164794922,32.91666793823242,94.14949798583984,1555.699951171875,108829200,23865400,23474000,326050500,53190000,98
2020-01-17,79.68250274658203,167.10000610351562,74.01950073242188,34.03333282470703,93.23600006103516,1558.800048828125,79.68499755859375,167.47000122070312,74.06475067138672,34.37799835205078,94.33200073242188,1558.800048828125,78.75,165.42999267578125,72.91100311279297,33.54399871826172,92.86250305175781,1553.5999755859375,79.06749725341797,167.4199981689453,73.14550018310547,33.840667724609375,94.29450225830078,1554.0999755859375,137816400,34371700,47924000,204436500,79946000,108
2020-01-21,79.14250183105469,166.5,74.22000122070312,36.47999954223633,94.5999984741211,1556.4000244140625,79.75499725341797,168.19000244140625,74.59249877929688,36.571998596191406,94.7135009765625,1566.199951171875,79.0,166.42999267578125,73.55999755859375,35.227333068847656,93.0,1551.0,79.29750061035156,166.67999267578125,73.95600128173828,35.349998474121094,93.25,1559.300048828125,110843200,29517200,40734000,267052500,74156000,45
2020-01-22,79.42500305175781,165.6999969482422,74.29750061035156,37.97066879272461,94.37300109863281,1555.300048828125,79.99749755859375,167.49000549316406,75.16069793701172,39.633331298828125,95.125,1557.0999755859375,79.32749938964844,165.67999267578125,74.24649810791016,37.27333450317383,94.16699981689453,1549.800048828125,79.6449966430664,167.39999389648438,74.55000305175781,38.125999450683594,94.80449676513672,1549.800048828125,101832400,24138800,32216000,470535000,64326000,42
2020-01-23,79.80750274658203,166.72000122070312,74.3324966430664,38.14666748046875,94.22899627685547,1564.5999755859375,79.88999938964844,166.8000030517578,74.7760009765625,38.79999923706055,94.4990005493164,1564.5999755859375,78.9124984741211,165.27000427246094,74.1050033569336,37.040000915527344,93.63800048828125,1552.199951171875,79.4800033569336,166.19000244140625,74.38200378417969,37.616668701171875,94.25550079345703,1553.0999755859375,104472000,19680800,27024000,294765000,49692000,15
2020-01-24,79.57749938964844,165.0399932861328,73.33550262451172,37.654666900634766,93.08200073242188,1571.0999755859375,80.8324966430664,167.52999877929688,74.77474975585938,38.25733184814453,94.74949645996094,1571.0999755859375,79.37999725341797,164.4499969482422,73.26249694824219,36.95066833496094,92.37200164794922,1556.300048828125,80.0625,167.50999450683594,74.67949676513672,38.04199981689453,94.56849670410156,1556.300048828125,146537600,24918100,35692000,215304000,75324000,43
2020-01-27,77.23750305175781,162.27999877929688,71.69499969482422,37.201332092285156,91.41699981689453,1576.800048828125,77.94249725341797,163.3800048828125,71.90350341796875,37.62933349609375,92.05000305175781,1584.5,76.22000122070312,160.1999969482422,71.05999755859375,35.95199966430664,90.76699829101562,1576.800048828125,77.51499938964844,161.14999389648438,71.55000305175781,36.132667541503906,91.0,1584.300048828125,161940000,32078100,35104000,204121500,70570000,22
2020-01-28,79.42250061035156,165.4600067138672,72.62799835205078,37.793331146240234,92.6624984741211,1569.199951171875,79.5999984741211,165.75999450683594,72.80000305175781,38.45399856567383,92.90550231933594,1576.4000244140625,78.04750061035156,163.07000732421875,71.62349700927734,37.2053337097168,91.5009994506836,1569.199951171875,78.1500015258789,163.77999877929688,72.1500015258789,37.89933395385742,92.0250015258789,1576.4000244140625,162234000,24899900,31548000,176827500,56160000,3
2020-01-29,81.08499908447266,168.0399932861328,72.93150329589844,38.732666015625,92.9000015258789,1569.800048828125,81.9625015258789,168.75,73.27149963378906,39.31999969482422,93.73750305175781,1569.800048828125,80.34500122070312,165.69000244140625,72.33699798583984,37.82866668701172,92.7509994506836,1569.800048828125,81.11250305175781,167.83999633789062,72.94000244140625,38.37933349609375,93.19999694824219,1569.800048828125,216229200,34754500,21554000,267022500,41760000,251274
2020-01-30,80.96749877929688,172.77999877929688,72.79199981689453,42.72066879272461,93.53399658203125,1583.5,81.02249908447266,174.0500030517578,72.86399841308594,43.391998291015625,93.64350128173828,1585.0,79.6875,170.7899932861328,71.81999969482422,41.20000076293945,92.53050231933594,1571.4000244140625,80.13500213623047,174.0500030517578,71.99800109863281,42.16133117675781,92.9000015258789,1576.800048828125,126743200,51597500,26788000,435085500,126548000,62336
2020-01-31,77.37750244140625,170.22999572753906,71.71150207519531,43.371334075927734,100.43599700927734,1582.9000244140625,80.66999816894531,172.39999389648438,73.50650024414062,43.53333282470703,102.78600311279297,1589.0,77.07250213623047,169.5800018310547,71.42649841308594,42.167999267578125,100.1135025024414,1570.0,80.23249816894531,172.2100067138672,73.44499969482422,42.66666793823242,102.57350158691406,1573.4000244140625,199588400,36142700,48344000,235789500,311346000,1095
2020-02-03,77.16500091552734,174.3800048828125,74.2969970703125,52.0,100.20999908447266,1577.199951171875,78.37249755859375,174.5,74.5,52.409332275390625,102.42500305175781,1593.300048828125,75.55500030517578,170.39999389648438,72.94950103759766,44.90133285522461,100.01249694824219,1568.199951171875,76.07499694824219,170.42999267578125,73.0999984741211,44.91266632080078,100.52999877929688,1592.9000244140625,173788400,30107000,60736000,705975000,117834000,1062
2020-02-04,79.7125015258789,180.1199951171875,72.35350036621094,59.137332916259766,102.4834976196289,1550.4000244140625,79.91000366210938,180.63999938964844,73.4749984741211,64.59933471679688,102.98999786376953,1577.699951171875,78.40750122070312,176.30999755859375,71.31500244140625,55.59199905395508,100.76850128173828,1547.800048828125,78.82749938964844,177.13999938964844,72.85350036621094,58.86399841308594,101.49400329589844,1577.699951171875,136616400,36433300,78660000,914082000,105786000,978
2020-02-05,80.36250305175781,179.89999389648438,72.4114990234375,48.97999954223633,101.99349975585938,1557.800048828125,81.19000244140625,184.1999969482422,73.19200134277344,56.39866638183594,103.5510025024414,1560.699951171875,79.73750305175781,178.41000366210938,71.52799987792969,46.94066619873047,101.5999984741211,1547.699951171875,80.87999725341797,184.02999877929688,73.12100219726562,54.88399887084961,103.5510025024414,1553.199951171875,118826800,39186300,39724000,726357000,87524000,1305
2020-02-06,81.30249786376953,183.6300048828125,73.8115005493164,49.930667877197266,102.5114974975586,1565.0999755859375,81.30500030517578,183.82000732421875,74.0999984741211,53.05533218383789,102.81500244140625,1565.5999755859375,80.06500244140625,180.05999755859375,72.47850036621094,45.79999923706055,101.23999786376953,1551.5999755859375,80.64250183105469,180.97000122070312,72.5165023803711,46.66133117675781,102.0510025024414,1553.5999755859375,105425600,27751400,33588000,598212000,63660000,110
2020-02-07,80.00749969482422,183.88999938964844,73.96150207519531,49.871334075927734,103.96399688720703,1568.5999755859375,80.8499984741211,185.6300048828125,74.29199981689453,51.31666564941406,104.92649841308594,1571.9000244140625,79.5,182.47999572753906,73.31749725341797,48.66666793823242,101.90499877929688,1560.5,80.59249877929688,182.85000610351562,73.36499786376953,48.70333480834961,102.09950256347656,1564.9000244140625,117684000,33529100,23446000,255952500,101906000,431
2020-02-10,80.38749694824219,188.6999969482422,75.43399810791016,51.41866683959961,106.69550323486328,1574.699951171875,80.38749694824219,188.83999633789062,75.4749984741211,54.66600036621094,106.77999877929688,1574.699951171875,78.4625015258789,183.25,73.71600341796875,50.15999984741211,104.24800109863281,1568.5999755859375,78.54499816894531,183.5800018310547,73.71600341796875,53.33333206176758,104.25050354003906,1569.300048828125,109348800,35844300,28398000,370338000,101124000,128
2020-02-11,79.90249633789062,184.44000244140625,75.43949890136719,51.62533187866211,107.54000091552734,1565.5999755859375,80.9749984741211,190.6999969482422,76.48149871826172,52.23400115966797,109.29750061035156,1571.0999755859375,79.67749786376953,183.5,75.28189849853516,50.53333282470703,106.80000305175781,1561.9000244140625,80.9000015258789,190.64999389648438,75.59049987792969,51.25266647338867,107.54499816894531,1570.9000244140625,94323200,53159900,26892000,175462500,114920000,440
2020-02-12,81.80000305175781,184.7100067138672,75.91349792480469,51.15266799926758,108.0,1567.4000244140625,81.80500030517578,185.85000610351562,76.03475189208984,52.650001525878906,109.01249694824219,1568.699951171875,80.36750030517578,181.85000610351562,75.40550231933594,50.891334533691406,107.7645034790039,1561.0,80.36750030517578,185.5800018310547,75.7239990234375,51.858001708984375,108.16000366210938,1565.199951171875,113730400,47062900,23352000,180337500,66686000,36
2020-02-13,81.21749877929688,183.7100067138672,75.73300170898438,53.599998474121094,107.49349975585938,1575.0999755859375,81.55500030517578,186.22999572753906,76.35900115966797,54.53333282470703,108.51399993896484,1575.0999755859375,80.8375015258789,182.8699951171875,75.2300033569336,49.0,107.0999984741211,1570.199951171875,81.04750061035156,183.0800018310547,75.6344985961914,49.45600128173828,107.24949645996094,1570.199951171875,94747600,35295800,18590000,394339500,60636000,74
2020-02-14,81.23750305175781,185.35000610351562,76.03700256347656,53.33533477783203,106.74349975585938,1582.699951171875,81.49500274658203,185.41000366210938,76.03700256347656,54.198001861572266,107.9520034790039,1582.699951171875,80.7125015258789,182.64999389648438,75.36699676513672,52.366668701171875,106.29450225830078,1574.800048828125,81.18499755859375,183.25,75.77999877929688,52.4813346862793,107.78399658203125,1575.800048828125,80113600,23149500,23956000,235405500,52124000,68
2020-02-18,79.75,187.22999572753906,75.9834976196289,57.22666549682617,107.78350067138672,1600.0,79.9375,187.6999969482422,76.58149719238281,57.33333206176758,108.30349731445312,1604.300048828125,78.65249633789062,185.5,75.62950134277344,55.490665435791016,106.20549774169922,1579.800048828125,78.83999633789062,185.61000061035156,75.75,56.106666564941406,106.2509994506836,1579.800048828125,152531200,27792200,22414000,245725500,58912000,310
2020-02-19,80.90499877929688,187.27999877929688,76.33450317382812,61.16133117675781,108.51100158691406,1607.5,81.14250183105469,188.17999267578125,76.60530090332031,62.98533248901367,109.25499725341797,1610.5,80.0,186.47000122070312,76.06999969482422,60.06800079345703,108.05599975585938,1599.699951171875,80.0,188.05999755859375,76.25350189208984,61.56666564941406,108.38999938964844,1600.5999755859375,93984000,29997500,18986000,381345000,51224000,542
2020-02-20,80.07499694824219,184.4199981689453,75.90750122070312,59.96066665649414,107.65499877929688,1616.5999755859375,81.1624984741211,187.25,76.48200225830078,60.79999923706055,108.8395004272461,1621.0,79.55249786376953,181.10000610351562,75.34100341796875,57.3293342590332,106.37249755859375,1603.0,80.65750122070312,186.9499969482422,76.0999984741211,60.79666519165039,108.65350341796875,1606.5,100566000,36862400,21932000,264523500,62626000,117
2020-02-21,78.26249694824219,178.58999633789062,74.25550079345703,60.06666564941406,104.79850006103516,1644.5999755859375,80.11250305175781,183.5,75.61074829101562,60.87066650390625,107.22750091552734,1645.0,77.625,177.25,74.02200317382812,58.6966667175293,104.4000015258789,1619.300048828125,79.65499877929688,183.1699981689453,75.40149688720703,60.46533203125,107.10749816894531,1619.300048828125,129554000,48572600,34634000,214722000,92926000,186
2020-02-24,74.54499816894531,170.88999938964844,71.07949829101562,55.58599853515625,100.4645004272461,1672.4000244140625,76.04499816894531,174.5500030517578,71.84850311279297,57.56666564941406,101.96499633789062,1686.5999755859375,72.30750274658203,163.22999572753906,70.56950378417969,54.813331604003906,99.39849853515625,1650.0,74.31500244140625,167.77000427246094,71.30549621582031,55.93333435058594,100.15899658203125,1657.0,222195200,68311100,57342000,227883000,130940000,435
2020-02-25,72.0199966430664,168.07000732421875,69.42250061035156,53.32733154296875,98.63700103759766,1646.9000244140625,75.63249969482422,174.83999633789062,71.90699768066406,57.106666564941406,101.7300033569336,1653.699951171875,71.53250122070312,167.64999389648438,69.12000274658203,52.46666717529297,97.9209976196289,1632.300048828125,75.23750305175781,174.1999969482422,71.6500015258789,56.599998474121094,101.32099914550781,1645.0999755859375,230673600,68073300,49566000,259357500,124382000,409
2020-02-26,73.1624984741211,170.1699981689453,69.65899658203125,51.91999816894531,98.97949981689453,1640.0,74.47000122070312,173.25999450683594,70.78500366210938,54.22066879272461,100.7334976196289,1648.0999755859375,71.625,168.2100067138672,68.94999694824219,51.740665435791016,98.02249908447266,1636.4000244140625,71.63249969482422,169.7100067138672,69.80699920654297,52.16666793823242,98.51399993896484,1644.0,198054800,56206100,44048000,211282500,104492000,1990
2020-02-27,68.37999725341797,158.17999267578125,65.90450286865234,45.266666412353516,94.21499633789062,1640.0,71.5,167.02999877929688,68.58519744873047,49.31800079345703,98.75,1658.0,68.23999786376953,157.97999572753906,65.8584976196289,44.599998474121094,94.13800048828125,1638.5,70.2750015258789,163.32000732421875,68.10299682617188,48.66666793823242,96.71900177001953,1641.0999755859375,320605600,93174900,59566000,364158000,162880000,707
2020-02-28,68.33999633789062,162.00999450683594,66.96649932861328,44.53266525268555,94.1875,1564.0999755859375,69.60250091552734,163.7100067138672,67.05699920654297,46.03466796875,94.48799896240234,1642.5,64.09249877929688,152.0,63.54999923706055,40.768001556396484,90.55650329589844,1564.0999755859375,64.31500244140625,152.41000366210938,63.875,41.97999954223633,90.73149871826172,1640.300048828125,426510000,97012700,75782000,363343500,189620000,289
2020-03-02,74.70249938964844,172.7899932861328,69.45549774169922,49.574668884277344,97.69750213623047,1592.300048828125,75.36000061035156,172.9199981689453,69.54350280761719,49.5793342590332,97.72550201416016,1608.300048828125,69.43000030517578,162.30999755859375,66.34075164794922,45.77799987792969,93.5,1574.300048828125,70.56999969482422,165.30999755859375,67.58049774169922,47.41733169555664,95.32450103759766,1583.9000244140625,341397200,71030800,48630000,302925000,135234000,537
2020-03-03,72.33000183105469,164.50999450683594,67.06950378417969,49.70066833496094,95.44950103759766,1642.0999755859375,76.0,175.0,70.50749969482422,53.798667907714844,99.81649780273438,1645.300048828125,71.44999694824219,162.25999450683594,66.5999984741211,47.740665435791016,94.40450286865234,1594.0,75.9175033569336,173.8000030517578,69.97100067138672,53.66666793823242,98.76850128173828,1594.5,319475600,71677000,48046000,386760000,150690000,610
2020-03-04,75.68499755859375,170.5500030517578,69.32599639892578,49.96666717529297,98.79149627685547,1641.0999755859375,75.8499984741211,170.6999969482422,69.40450286865234,51.10133361816406,98.9000015258789,1645.9000244140625,73.28250122070312,165.6199951171875,67.15550231933594,48.31533432006836,96.0999984741211,1631.300048828125,74.11000061035156,168.49000549316406,67.96150207519531,50.930667877197266,97.32849884033203,1645.4000244140625,219178400,49814400,38266000,225735000,95458000,83
2020-03-05,73.2300033569336,166.27000427246094,65.9520034790039,48.30266571044922,96.20149993896484,1666.4000244140625,74.88749694824219,170.8699951171875,67.94550323486328,49.71666717529297,98.03600311279297,1672.9000244140625,72.85250091552734,165.69000244140625,65.25499725341797,47.871334075927734,95.5,1637.199951171875,73.87999725341797,166.0500030517578,67.51000213623047,48.2513313293457,96.6500015258789,1637.300048828125,187572800,47817300,51226000,162790500,94964000,154
2020-03-06,72.25749969482422,161.57000732421875,64.92050170898438,46.89866638183594,95.05449676513672,1670.800048828125,72.70500183105469,163.11000061035156,65.31099700927734,47.133331298828125,95.54350280761719,1686.199951171875,70.30750274658203,156.0,63.0525016784668,45.61800003051758,93.4749984741211,1647.199951171875,70.5,162.61000061035156,63.85300064086914,46.0,93.75,1670.800048828125,226176800,72821100,53212000,189943500,105472000,175
2020-03-09,66.5425033569336,150.6199951171875,60.77799987792969,40.53333282470703,90.03050231933594,1674.5,69.52249908447266,157.75,62.737998962402344,44.20000076293945,93.13849639892578,1701.5999755859375,65.75,150.0,60.0,40.33333206176758,88.06449890136719,1657.699951171875,65.9375,151.0,60.26499938964844,40.35933303833008,88.69300079345703,1696.0999755859375,286744800,70419300,67308000,256105500,156264000,161
2020-03-10,71.33499908447266,160.9199981689453,64.01950073242188,43.02199935913086,94.59100341796875,1659.0999755859375,71.61000061035156,161.02999877929688,64.05750274658203,44.53333282470703,94.7135009765625,1674.5999755859375,67.34249877929688,152.5800018310547,60.938499450683594,40.53333282470703,90.90850067138672,1643.0,69.28500366210938,158.16000366210938,63.0,43.96200180053711,93.54399871826172,1671.5999755859375,285290000,65354400,52228000,233916000,142666000,48
2020-03-11,68.85749816894531,153.6300048828125,60.77050018310547,42.28200149536133,91.04299926757812,1641.4000244140625,70.30500030517578,157.6999969482422,63.04800033569336,43.571998596191406,93.56600189208984,1666.5,67.96499633789062,151.14999389648438,59.80350112915039,40.866668701171875,90.07499694824219,1635.0,69.34750366210938,157.1300048828125,62.48500061035156,42.68000030517578,92.89250183105469,1656.5999755859375,255598800,56371600,52170000,199837500,112496000,47
2020-03-12,62.057498931884766,139.05999755859375,55.74549865722656,37.369998931884766,83.83049774169922,1589.300048828125,67.5,153.47000122070312,59.69350051879883,39.633331298828125,88.25,1647.5,62.0,138.5800018310547,55.665000915527344,36.41666793823242,83.75,1566.4000244140625,63.98500061035156,145.3000030517578,56.29999923706055,38.72600173950195,86.0989990234375,1637.0,418474000,93226400,84534000,283636500,226924000,256
2020-03-13,69.49250030517578,158.8300018310547,60.98649978637695,36.44133377075195,89.25,1515.699951171875,69.9800033569336,161.91000366210938,60.987998962402344,40.50466537475586,89.31549835205078,1589.800048828125,63.23749923706055,140.72999572753906,55.85715103149414,33.46666717529297,84.03099822998047,1513.800048828125,66.22250366210938,147.5,58.95000076293945,39.66666793823242,87.75,1574.9000244140625,370732000,92727400,74002000,339604500,176194000,89
2020-03-16,60.5525016784668,135.4199981689453,54.21649932861328,29.67133331298828,84.4574966430664,1485.9000244140625,64.7699966430664,149.35000610351562,57.61334991455078,32.9913330078125,87.97250366210938,1569.0999755859375,60.0,135.0,53.72200012207031,29.47800064086914,81.30149841308594,1452.0999755859375,60.48749923706055,140.0,54.79999923706055,31.299999237060547,82.07550048828125,1569.0999755859375,322423600,87905900,85048000,307342500,178346000,193
2020-03-17,63.21500015258789,146.57000732421875,55.9900016784668,28.68000030517578,90.39199829101562,1524.9000244140625,64.40249633789062,147.5,56.542999267578125,31.456666946411133,92.88899993896484,1537.699951171875,59.599998474121094,135.0,52.800498962402344,26.399999618530273,84.46199798583984,1469.300048828125,61.877498626708984,140.0,54.65549850463867,29.333999633789062,88.77349853515625,1469.300048828125,324056000,81059800,77230000,359919000,218342000,122
2020-03-18,61.66749954223633,140.39999389648438,54.84000015258789,24.08133316040039,91.5,1477.300048828125,62.5,146.0,55.32500076293945,26.99066734313965,92.08300018310547,1542.0,59.279998779296875,135.02000427246094,51.86399841308594,23.367332458496094,87.25,1477.300048828125,59.942501068115234,138.0,52.82550048828125,25.933332443237305,87.5,1537.5,300233600,81593200,84668000,356793000,192904000,333
2020-03-19,61.19499969482422,142.7100067138672,55.76449966430664,28.50933265686035,94.04650115966797,1478.5999755859375,63.209999084472656,150.14999389648438,57.89849853515625,30.133333206176758,97.25,1491.5999755859375,60.65250015258789,139.0,53.005401611328125,23.8973331451416,91.63249969482422,1471.0,61.84749984741211,142.77000427246094,54.65250015258789,24.979999542236328,93.0,1481.5,271857200,85922700,73022000,452932500,207998000,262
2020-03-20,57.310001373291016,137.35000610351562,53.61600112915039,28.50200080871582,92.30449676513672,1484.0,62.95750045776367,147.10000610351562,57.199501037597656,31.799999237060547,97.8499984741211,1484.0,57.0,135.86000061035156,53.27450180053711,28.38599967956543,91.0364990234375,1483.5,61.79499816894531,146.0,56.7859992980957,29.213333129882812,96.31549835205078,1483.5,401693200,84866200,72036000,424282500,196358000,14
2020-03-23,56.092498779296875,135.97999572753906,52.83100128173828,28.952667236328125,95.1415023803711,1567.0,57.125,140.57000732421875,53.566001892089844,29.46666717529297,95.97000122070312,1567.0,53.15250015258789,132.52000427246094,50.67679977416992,27.366666793823242,90.5999984741211,1490.199951171875,57.02000045776367,137.00999450683594,53.066001892089844,28.906667709350586,91.38749694824219,1505.300048828125,336752800,78975200,80882000,246817500,156170000,51
2020-03-24,61.720001220703125,148.33999633789062,56.722999572753906,33.66666793823242,97.00499725341797,1660.199951171875,61.92250061035156,149.60000610351562,56.75,34.24599838256836,97.75,1685.5,58.57500076293945,141.27000427246094,54.53099822998047,31.600000381469727,95.01699829101562,1592.699951171875,59.09000015258789,143.75,55.188499450683594,31.81999969482422,97.57499694824219,1592.699951171875,287531200,82516700,66890000,343428000,142942000,442
2020-03-25,61.380001068115234,146.9199981689453,55.1245002746582,35.95000076293945,94.29199981689453,1632.300048828125,64.5625,154.3300018310547,57.44499969482422,37.133331298828125,97.51300048828125,1676.5,61.07500076293945,144.44000244140625,54.300498962402344,34.07400131225586,94.28900146484375,1631.0999755859375,62.6875,148.91000366210938,56.32350158691406,36.349998474121094,96.03450012207031,1676.5,303602000,75638200,81630000,318340500,129582000,476
2020-03-26,64.61000061035156,156.11000061035156,58.087501525878906,35.21066665649414,97.77449798583984,1650.0999755859375,64.66999816894531,156.66000366210938,58.49850082397461,37.33333206176758,97.82450103759766,1660.5,61.59000015258789,148.3699951171875,54.67649841308594,34.150001525878906,94.4645004272461,1650.0999755859375,61.630001068115234,148.39999389648438,55.59000015258789,36.49266815185547,95.0999984741211,1660.5,252087200,64568100,71434000,260710500,124426000,3
2020-03-27,61.935001373291016,149.6999969482422,55.535499572753906,34.29066848754883,95.00499725341797,1623.9000244140625,63.967498779296875,154.88999938964844,57.53350067138672,35.0533332824707,96.989501953125,1623.9000244140625,61.76250076293945,149.1999969482422,55.295501708984375,32.935333251953125,94.99600219726562,1623.9000244140625,63.1875,151.75,56.28350067138672,33.66666793823242,96.54299926757812,1623.9000244140625,204216800,57042300,64170000,215661000,107758000,100638
2020-03-30,63.70249938964844,160.22999572753906,57.340999603271484,33.47533416748047,98.19750213623047,1622.0,63.880001068115234,160.60000610351562,57.58150100708008,34.44333267211914,98.68150329589844,1652.800048828125,62.349998474121094,150.00999450683594,54.82400131225586,32.7486686706543,95.61699676513672,1607.199951171875,62.685001373291016,152.44000244140625,56.25199890136719,34.017333984375,96.1415023803711,1641.199951171875,167976400,63420300,51482000,179971500,122522000,16389
2020-03-31,63.5724983215332,157.7100067138672,58.140499114990234,34.93333435058594,97.48600006103516,1583.4000244140625,65.62249755859375,164.77999877929688,58.765499114990234,36.19733428955078,99.6510009765625,1621.0,63.0,156.55999755859375,56.90700149536133,33.133331298828125,97.20050048828125,1576.0,63.900001525878906,159.39999389648438,57.3650016784668,33.41666793823242,98.21749877929688,1618.699951171875,197002000,77927200,49728000,266572500,102472000,2874
